0.013774105,1011,415.0994,388.8910,407.7052,385.6818,437.4667,397.6052
0.010638298,1184,1482.1761,1517.6490,1459.4069,1472.7187,1545.5926,1634.6269
0.116710875,698,971.0757,689.2900,984.3767,690.0933,926.3036,684.6832
0,1390,1109.1757,1113.2922,1138.2017,1157.9136,1028.0873,973.3291
0.041994751,631,982.4008,855.2074,973.4856,860.5475,1011.1864,837.0847
0.060273973,1020,1180.7207,988.9739,1177.8329,1000.7451,1189.3607,952.8368
0.042857143,665,781.5086,636.2500,795.1886,671.0845,740.2328,514.9170
0.125668449,568,536.3140,488.0470,520.0856,485.3023,591.4909,493.2879
0.070621469,1058,666.7815,655.1403,657.7627,654.8427,692.9508,655.3008
0.113960114,931,959.5271,869.6211,907.9801,843.4216,1124.0091,929.4725
0.120111732,545,1548.7445,1750.6273,1504.0279,1754.0919,1708.8300,1728.7106
0.032085561,1318,1214.4850,827.4605,1260.6791,850.9400,1076.2720,735.7270
0.035190616,798,1355.2817,1237.6427,1367.4164,1265.9638,1319.9145,1150.4022
0,1197,1100.1782,1024.8083,1137.0266,1044.8962,987.9730,952.3163
0.025495751,723,974.1851,810.1017,1001.6402,840.6758,891.3504,703.4579
0.074183976,778,1490.8186,1437.7148,1414.5905,1422.7476,1737.8269,1458.0511
0.046035806,961,1610.0384,1473.4209,1652.3862,1500.9239,1482.6692,1379.6060
0,1598,832.8509,787.1120,823.4722,815.8250,855.8712,711.2166
0,972,616.8497,570.0163,590.2006,571.0075,696.5750,559.5128
0.002770083,1109,1073.5000,898.7817,1083.5706,935.5710,1044.4160,782.1602
0.093150685,820,995.7056,1008.2559,1006.4137,1035.7727,965.8702,926.6374
0.056179775,750,760.3247,740.3900,740.7753,742.9533,825.9811,727.8827
0,1501,1177.8880,1003.0531,1180.7650,1045.3121,1169.4640,867.5064
0.082352941,714,1176.5056,1052.0968,1183.6735,1068.6350,1152.8447,995.1898
0.051428571,1238,1304.5767,1433.4757,1300.7829,1423.6153,1316.3274,1463.5332
0.011461318,751,916.1925,866.2197,871.0688,862.7673,1038.2713,863.7555
0.011363636,1312,1093.5021,987.8745,1128.9943,1033.8080,991.0984,832.9719
0.019390582,733,686.7941,668.1502,683.0443,668.9329,699.1000,665.4264
0,1003,594.5365,534.0819,593.2011,546.0060,598.7080,494.9625
0,1272,751.3892,506.9201,743.5810,515.0478,773.7520,482.1869
0,1432,1531.6207,1465.5862,1409.2326,1433.3006,1836.2105,1500.2715
0.123943662,852,1129.7365,1381.4126,1096.4873,1370.4185,1239.0278,1411.4419
0,1139,1082.0086,863.9550,1038.9641,867.4440,1190.9242,845.3295
0,1032,1089.6521,996.0266,1091.8960,1019.4040,1083.8582,932.9340
0,1131,941.4939,783.9569,931.8357,792.9786,968.3721,757.6374
0,1304,1298.8457,867.1296,1292.2972,863.0786,1315.8058,877.3073
0.092071611,827,1545.9881,1586.7017,1513.8900,1611.5076,1655.1217,1494.1458
0.0234375,1275,1117.7336,798.0868,1110.0417,793.2316,1139.7761,811.4358
0.011267606,533,1184.7053,879.8172,1174.3070,900.1163,1215.4667,816.0421
0.039325843,1029,492.8478,451.9984,488.4326,441.4409,507.9615,486.1024
0.09631728,568,808.8337,733.3193,797.0170,737.3682,844.7931,719.6656
0,1218,677.9014,656.9808,664.7669,654.5769,715.7656,662.4061
0.007444169,881,576.8199,445.7860,563.3275,446.6116,618.6462,440.5989
0.096866097,586,643.3956,715.3820,615.4074,704.9105,737.8558,741.8895
0.049723757,778,1544.9489,1348.3648,1489.2320,1318.6047,1703.7638,1417.8330
0.070028011,842,1050.3920,1067.4950,1004.5210,1056.8451,1186.8583,1087.1840
0.002967359,703,687.3011,788.5631,677.2226,793.4803,718.7500,772.1735
0.159779614,592,687.2549,836.9204,660.4656,829.9996,788.5521,855.0339
0.081460674,506,589.1742,474.0160,584.7640,484.9674,603.5780,436.0271
0,1402,1380.0802,991.7057,1382.3406,1013.2994,1374.3194,934.3930
0,1092,788.7819,606.9114,777.9384,633.7562,818.7907,524.3517
0.107969152,787,1897.5714,2046.9888,1834.8535,2048.3896,2109.7217,2027.9165
0,829,872.8348,701.5869,877.6875,722.6372,858.2768,634.0350
0.002985075,1200,2111.5056,2503.9935,2127.8507,2493.9778,2062.6161,2533.0853
0,1160,1018.1520,864.6711,1028.7218,873.5638,990.1460,840.0110
0.118090452,657,721.4961,594.7784,739.0553,604.4509,661.2500,556.1252
0,1237,682.6813,591.9587,710.2789,613.7049,604.3040,517.3475
0.101876676,804,1688.9063,1648.9122,1688.7694,1693.5402,1689.3390,1499.1304
0.107438017,767,1170.5437,1356.4660,1190.8843,1363.9090,1100.8868,1328.3044
0.096534653,615,610.3813,458.0027,600.3589,465.8130,647.1909,426.0785
0.05982906,997,1162.0789,1007.2892,1173.4758,1017.6736,1128.1780,974.9598
0,1386,1028.9575,1143.7195,1035.7384,1162.4633,1009.3622,1087.5031
0.123324397,549,1423.8197,815.3678,1428.3083,825.8839,1409.2609,780.1063
