0.142259414,616,18468.21014,10891.91446,18418.91213,10832.81039,18621.89130,11072.73219
0.101468625,680,29070.64694,15162.93400,28995.77971,15020.56807,29282.25283,15556.32808
0.170833333,467,28299.02094,16631.02492,28241.53750,16770.10703,28475.14043,16196.19791
0.115384615,806,25481.81078,14723.29376,25725.15812,14766.53997,24781.68852,14575.51602
0.15245478,368,25626.28599,15439.22953,25603.64858,15535.64003,25697.22267,15132.92051
0.140730717,582,31093.51577,15360.49900,31248.62923,15112.65688,30623.72541,16078.73198
0.141318977,327,26005.51964,16246.28846,25664.39973,16242.87223,27019.32800,16214.13318
0.221153846,349,20858.91789,12602.62314,20643.60714,12614.54842,21564.98198,12537.52008
0.218707015,677,20948.68083,12233.27645,21246.78817,11979.15221,20038.07563,12936.28132
0.210670315,509,30982.58774,16568.83005,31121.22435,16487.71694,30511.22326,16833.15425
0.212885154,322,22367.68251,13202.13878,22222.41737,13297.18418,22856.92453,12864.81462
0.129213483,670,29841.81554,18905.80170,29841.38202,18788.24488,29843.03557,19232.77739
0.16,447,28320.41268,16801.68880,28171.12138,16799.86290,28777.10549,16799.03811
0.118768328,534,19802.97052,13033.07387,19746.98094,13036.39221,19966.15385,13022.02445
0.08203125,521,29268.90944,20110.58030,29087.82813,20136.59713,29805.86100,20023.61018
0.131539611,502,23309.57783,13441.66150,22834.95815,13459.14784,24727.08036,13288.76539
0.162913907,598,29553.66264,14965.78613,30081.79735,14846.59469,27878.27731,15216.94085
0.030523256,927,23140.90729,13991.21546,23131.71948,13894.80403,23164.14706,14232.13822
0.143053645,352,23085.79564,13750.71884,23032.06465,13864.49098,23250.61603,13394.35012
0.068340307,665,21373.70447,13530.75757,21649.37657,13486.18695,20563.63525,13628.65855
0.148514851,515,28995.90776,16276.26527,29272.08911,16189.20906,28205.38057,16497.37750
0.125,438,21452.19185,12884.89540,20974.26006,12857.44578,22855.73840,12862.92799
0.085020243,783,25410.83418,13965.58239,25529.04318,14047.25767,25048.88017,13706.13036
0.177809388,402,23957.79521,13106.09586,23898.33144,13110.84689,24152.22791,13088.66338
0.152298851,531,22629.96043,14017.39051,22518.71552,13987.59411,22953.92050,14098.80388
0.107776262,510,28319.15268,16775.60061,28650.96453,16881.07747,27369.08203,16432.84051
0.114942529,705,27519.17238,14382.69209,27885.21121,14143.48250,26448.73950,15009.30740
0.102749638,458,22776.51944,13750.66136,22461.32272,13763.89472,23703.33191,13669.63567
0.152990264,465,23403.30761,14413.98387,23144.57441,14288.99167,24178.42917,14754.98434
0.102011494,740,21746.17711,12062.70376,21953.34483,12214.97511,21119.26957,11567.15656
0.144104803,839,26481.98268,16703.26594,26999.48180,16822.44331,24981.89030,16260.09257
0.177531207,495,23689.02737,13045.96031,23561.41886,12960.71330,24090.79913,13302.80135
0,756,28537.35169,18218.86342,28120.01786,18414.96659,29568.41176,17682.89772
0.122362869,471,26633.01140,15027.50416,26880.01406,15031.34687,25941.59843,14995.12319
0.069156293,746,27392.64688,14592.09183,27523.76210,14541.85383,27019.43307,14727.76575
0.094839609,794,31204.49436,16531.76557,31594.38773,16506.63994,30120.95349,16553.23782
0.202156334,513,27096.86122,13428.60467,26897.34232,13125.72042,27718.89076,14314.02382
0.149350649,667,27827.46311,15111.22783,28191.12208,14838.96626,26750.47308,15841.30288
0.151343706,333,23475.56791,13368.06678,23461.48091,13483.36710,23519.25000,13003.93923
0.159183673,515,20279.69231,14810.67829,20482.75782,15005.71505,19622.18943,14140.76070
0.140730717,418,19776.31934,11961.34737,19619.89445,11997.89431,20262.02521,11833.97884
0.071629213,843,26468.51874,15547.91665,26060.43258,15266.77890,27525.09091,16205.55278
0.146496815,493,26645.88663,15212.31638,26785.72739,15258.18679,26201.45344,15056.98622
0.192151556,380,21815.22073,13783.41605,21850.20027,13924.29816,21700.84071,13311.69806
0.131926121,429,32408.05392,19739.50000,32322.14776,19746.85953,32656.59160,19716.08459
0.11961057,531,27560.76033,14461.05292,27648.78581,14439.39415,27306.58233,14520.41760
0.068278805,517,20280.88632,13291.59940,19866.78947,13237.84816,21459.46964,13373.41010
0.243131868,362,24520.85241,14936.06445,24567.26236,15105.77756,24357.63285,14322.04135
0.07957958,567,22349.79843,13028.79948,22090.41892,13196.92299,23110.79736,12491.47634
0.083897158,582,31956.54500,18851.60951,32084.04060,18895.65840,31610.15074,18727.02729
0.062780269,699,27264.01963,14729.56130,27281.70852,14845.80474,27216.30242,14411.20149
0.228,514,26774.32850,15102.44024,26978.32667,15236.03025,26062.70698,14604.58990
